City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
55,East London,ZA,65.34,clear sky,-33.0153,27.9116,Tu Casa
56,Gimli,CA,66.63,scattered clouds,50.6336,-96.9907,Lakeview Gimli Resort
57,Tingi,TZ,64.83,broken clouds,-11.3,35.0333,
58,Angren,UZ,75.36,few clouds,41.0167,70.1436,Xusan Aka
60,Xiamen,CN,81.25,overcast clouds,24.4798,118.0819,Xiamen Dongchen Hotel
61,Saint-Philippe,RE,69.39,broken clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
62,Umreth,IN,86.29,overcast clouds,22.7,73.1167,Adarsh Resort
63,Port Alfred,ZA,63.18,scattered clouds,-33.5906,26.891,The Halyards Hotel
65,Nikolskoye,RU,72.79,overcast clouds,59.7035,30.7861,Tourist House - Sablino
67,Drumheller,CA,59.05,overcast clouds,51.4617,-112.7101,Ramada by Wyndham Drumheller Hotel & Suites
68,Synya,RU,79.02,clear sky,65.3718,58.0387,
69,Port Hardy,CA,55.67,light rain,50.6996,-127.4199,Airport Inn-Port Hardy
70,Husavik,IS,52.54,clear sky,66.0449,-17.3389,Bjarnabúð
71,Lompoc,US,62.78,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
72,Toamasina,MG,70.16,light rain,-18.1667,49.3833,Hotel H1
74,Los Llanos De Aridane,ES,71.35,broken clouds,28.6585,-17.9182,Valle Aridane
75,Yeniseysk,RU,62.83,broken clouds,58.4497,92.1703,"""Domino"""
76,La Ronge,CA,58.15,few clouds,55.1001,-105.2842,Northland Motor Hotel
77,Atambua,ID,65.59,few clouds,-9.1061,124.8925,Kost Alfa Flat
81,Bredasdorp,ZA,57.58,clear sky,-34.5322,20.0403,Bredasdorp Country Manor
82,Tuktoyaktuk,CA,55.4,few clouds,69.4541,-133.0374,End of The Road Ltd.
83,Gamba,GA,75.16,broken clouds,-2.65,10.0,
84,Petropavlovsk-Kamchatskiy,RU,54.37,light rain,53.0452,158.6483,The Hotel Petropavlovsky
85,Ribeira Grande,PT,72.0,broken clouds,38.5167,-28.7,Quinta da Meia Eira
86,Lorengau,PG,81.84,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
87,Zlotow,PL,63.01,broken clouds,53.3635,17.0408,Hotel Zacisze. Centrum wypoczynkowo - konferencyjne
88,Esperance,AU,53.44,light rain,-33.8667,121.9,Hospitality Esperance
89,Madimba,TZ,75.94,few clouds,-10.4,40.3333,
90,Norman Wells,CA,74.41,clear sky,65.282,-126.8329,Heritage Hotel
92,Merrill,US,69.57,overcast clouds,45.1805,-89.6835,Prairie Motel
93,Touros,BR,83.59,few clouds,-5.1989,-35.4608,INN NEW HORIZON
94,Kaduy,RU,75.27,overcast clouds,59.2,37.15,Hotel Oktyabrskaya
95,Gizo,SB,81.57,overcast clouds,-8.103,156.8419,Imagination Island
96,Avarua,CK,69.85,broken clouds,-21.2078,-159.775,Paradise Inn
97,Bengkulu,ID,79.65,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
98,Thompson,CA,66.6,overcast clouds,55.7435,-97.8558,Burntwood Hotel
99,Salta,AR,66.43,few clouds,-24.7859,-65.4117,Hotel Alejandro I
101,Grand Gaube,MU,68.38,scattered clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
102,Bambous Virieux,MU,70.05,broken clouds,-20.3428,57.7575,Casa Tia Villa
103,Sar-E Pul,AF,69.4,clear sky,35.8333,66.1667,
104,Geraldton,AU,52.21,clear sky,-28.7667,114.6,Broadwater Mariner Resort
105,Airai,TL,52.48,scattered clouds,-8.9266,125.4092,
106,Honggang,CN,71.65,moderate rain,46.4667,124.8667,亚布力滑雪旅游度假区
107,Zhigansk,RU,55.76,broken clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
108,Mangan,IN,78.58,broken clouds,27.5167,88.5333,Hotel Mout View
109,Bonthe,SL,82.11,broken clouds,7.5264,-12.505,Bonthe Holiday Village
110,Mudanjiang,CN,68.22,overcast clouds,44.5833,129.6,Landi Express Business Hotel
111,Korla,CN,85.05,few clouds,41.7597,86.1469,Gulisitan Hotel
115,Kattivakkam,IN,82.49,moderate rain,13.2167,80.3167,Euronova Freezer
116,Parana,AR,56.46,mist,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
117,Georgetown,MY,84.88,few clouds,5.4112,100.3354,Cititel Penang
118,Porto Novo,BJ,83.46,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
119,Butaritari,KI,82.27,light rain,3.0707,172.7902,Isles Sunset Lodge
120,Faanui,PF,78.53,few clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
121,Belmonte,BR,78.73,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
122,Saint George,US,84.43,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
123,Srandakan,ID,77.4,overcast clouds,-7.9386,110.2506,Puri Brata
125,Peleduy,RU,56.95,overcast clouds,59.6289,112.7406,Гостиница «Уют»
126,Omboue,GA,75.94,broken clouds,-1.5746,9.2618,Hotel Olako
127,Hilo,US,71.26,broken clouds,19.7297,-155.09,Hilo Hawaiian Hotel
128,Sambava,MG,73.18,scattered clouds,-14.2667,50.1667,Melrose
129,Kavaratti,IN,81.77,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
130,Saint Anthony,US,74.14,overcast clouds,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
132,Kadyy,RU,75.11,overcast clouds,57.787,43.1903,Отель Русь
133,Saint-Pierre,RE,69.91,few clouds,-21.3393,55.4781,Alize Plage
134,Broome,US,74.62,broken clouds,42.2506,-75.833,Chenango Valley State Park
135,Marawi,PH,70.32,overcast clouds,7.9986,124.2928,Derogongan Residence
138,Carballo,ES,81.75,clear sky,43.213,-8.691,Pazo do Souto
139,Huron,US,73.78,light rain,41.1501,-82.5499,Meadow Brook Mobile Estates
140,Finnsnes,NO,56.75,light rain,69.2296,17.9811,Finnsnes Hotel - A SNR Hotel
141,Bratsk,RU,64.89,broken clouds,56.1325,101.6142,"Gostinitsa ""Shvedka"""
142,Hermanus,ZA,60.8,clear sky,-34.4187,19.2345,Misty Waves Boutique Hotel
143,Hofn,IS,55.42,scattered clouds,64.2539,-15.2082,Hótel Höfn
144,Atyashevo,RU,72.79,few clouds,54.5644,46.0691,Motel Atyshevo
